OAT,OAH,CDU1,CDU2,CDU3,CDU4,Fan,SAT
21.33333333333334,81.33333333333334,1.0,1.0,0.0,0.0,1.0,16.34773415135277
21.3,81.5,1.0,1.0,0.0,0.0,1.0,16.32286855670555
21.26666666666667,81.66666666666667,0.0,0.0,0.0,0.0,1.0,22.08177235989681
21.23333333333333,81.83333333333334,0.0,0.0,0.0,0.0,1.0,22.04843934926086
21.2,82.0,0.0,0.0,0.0,0.0,1.0,22.01510642984979
21.16666666666667,82.33333333333334,1.0,1.0,1.0,0.0,1.0,13.57887274967178
21.13333333333333,82.66666666666667,1.0,1.0,1.0,0.0,1.0,13.56991999647115
21.1,83.0,1.0,1.0,1.0,0.0,1.0,13.56087676605518
21.06666666666667,83.33333333333334,1.0,0.0,0.0,0.0,1.0,18.94847798668296
21.03333333333333,83.66666666666666,1.0,0.0,0.0,0.0,1.0,18.92608154461722
21.0,84.0,1.0,0.0,0.0,0.0,1.0,18.90364514728391
21.0,83.83333333333333,1.0,0.0,0.0,0.0,1.0,18.89765527106814
21.0,83.66666666666667,1.0,0.0,0.0,0.0,1.0,18.89166145399136
21.0,83.5,1.0,0.0,0.0,0.0,1.0,18.88566189568661
21.0,83.33333333333333,0.0,0.0,0.0,0.0,0.0,19.90189636753768
21.0,83.16666666666667,0.0,0.0,0.0,0.0,0.0,20.61272881725768
21.0,83.0,0.0,0.0,0.0,0.0,0.0,20.89100492009583
21.01666666666667,83.0,1.0,0.0,0.0,0.0,1.0,18.88486734525271
21.03333333333333,83.0,1.0,0.0,0.0,0.0,1.0,18.90209556178193
21.05,83.0,1.0,0.0,0.0,0.0,1.0,18.91932333866262
21.06666666666667,83.0,1.0,1.0,0.0,0.0,1.0,16.16945454344082
21.08333333333334,83.0,1.0,1.0,0.0,0.0,1.0,16.18730888884671
21.1,83.0,1.0,1.0,0.0,0.0,1.0,16.20516268151752
21.1,82.83333333333334,0.0,0.0,0.0,0.0,1.0,21.91502612317862
21.1,82.66666666666667,0.0,0.0,0.0,0.0,1.0,21.91506583494858
21.1,82.5,0.0,0.0,0.0,0.0,1.0,21.91510554814401
21.1,82.33333333333334,1.0,1.0,1.0,0.0,1.0,13.50566583956949
21.1,82.16666666666667,1.0,1.0,1.0,0.0,1.0,13.49171651059826
21.1,82.0,1.0,1.0,1.0,0.0,1.0,13.47775542298042
21.11666666666667,81.66666666666667,1.0,0.0,0.0,0.0,1.0,18.9397049481137
21.13333333333334,81.33333333333334,1.0,0.0,0.0,0.0,1.0,18.94463655685856
21.15,81.0,1.0,0.0,0.0,0.0,1.0,18.94954052481647
21.16666666666667,80.66666666666666,1.0,1.0,0.0,0.0,1.0,16.12710668658035
21.18333333333333,80.33333333333334,1.0,1.0,0.0,0.0,1.0,16.12330820461421
21.2,80.0,1.0,1.0,0.0,0.0,1.0,16.11945987590558
21.23333333333333,79.66666666666667,1.0,0.0,0.0,0.0,1.0,18.98602581435307
21.26666666666667,79.33333333333334,1.0,0.0,0.0,0.0,1.0,19.00793038471426
21.3,79.0,1.0,0.0,0.0,0.0,1.0,19.02979403550358
21.33333333333333,78.66666666666667,0.0,0.0,0.0,0.0,0.0,21.72958486436935
21.36666666666666,78.33333333333333,0.0,0.0,0.0,0.0,0.0,23.22640546889298
21.4,78.0,0.0,0.0,0.0,0.0,0.0,24.24769806000913
21.41666666666666,77.83333333333333,1.0,1.0,0.0,0.0,1.0,16.20802425954263
21.43333333333333,77.66666666666667,1.0,1.0,0.0,0.0,1.0,16.21465964149246
21.45,77.5,1.0,1.0,0.0,0.0,1.0,16.22127589447197
21.46666666666667,77.33333333333333,1.0,1.0,0.0,0.0,1.0,16.22787541578381
21.48333333333333,77.16666666666667,1.0,1.0,0.0,0.0,1.0,16.23445744425936
21.5,77.0,1.0,1.0,0.0,0.0,1.0,16.24102081152423
21.71666666666667,76.16666666666667,1.0,0.0,0.0,0.0,1.0,19.35074526990222
21.93333333333334,75.33333333333334,1.0,0.0,0.0,0.0,1.0,19.541016153107
22.15,74.5,1.0,0.0,0.0,0.0,1.0,19.73074958385704
22.36666666666667,73.66666666666667,0.0,0.0,0.0,0.0,0.0,23.23220041480133
